"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"6 093 résultats trouvés pour recycling AND plastic AND '3D printing'";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"173";"3D printing consumable manufacturing machine";"LIU CHENYANG 
BEI BEI 
HUA BIN 
XU HUI";"TAIZHOU JIAOJIANG VOCATIONAL SECONDARY SPECIALIZED SCHOOL TAIZHOU TECHNICAL SCHOOL";"CN217073381U";"2022-03-01";"B29B17/00 
B29C48/25 
B29C48/28 
B29C48/285 
B29C48/395 
B29C48/80 
B29C48/88 
B29C64/357";"";"2022-07-29";"2022-07-29";"082548017";
"174";"3D printer capable of printing of multiple materials";"MENG ZEXI";"SHENZHEN BEIYOUTONG NEW ENERGY TECH DEVELOPMENT CO LTD";"CN107322917A";"2017-08-03";"B22F3/115 
B29C64/112 
B29C64/321 
B29C64/35 
B29C64/393 
B33Y30/00 
B33Y40/00 
B33Y50/02";"B22F3/115 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B33Y50/02 (CN)";"2017-11-07";"2017-11-07";"060225657";
"175";"Double-material 3D printing system";"ZHOU LIFENG 
LI XILU 
LI NANA 
ZHOU JIANGBAO 
LI XIN 
LI CHUNXIN 
ZHANG SIWEI 
WEI JIACHENG";"SHENZHEN GUANGYUNDA ADDITIVE MANUFACTURING RES INSTITUTE 
SHENZHEN CHENGYI TECH CO LTD 
SHENZHEN COLLABORATIVE INNOVATION HIGH TECH DEV CO LTD";"CN212072981U";"2020-05-06";"B29C64/124 
B29C64/336 
B29C64/357 
B33Y40/00";"";"2020-12-04";"2020-12-04";"073588438";
"176";"Color 3D printing device supporting online synchronous recovery of waste materials and using method";"ZHANG NAN 
WANG YONGHUAN 
WANG YUFENG 
GAO CHAOJUN 
ZHANG QIANG";"UNIV ZHENGZHOU";"CN119636054A";"2025-01-21";"B29C64/118 
B29C64/321 
B29C64/357 
B33Y10/00 
B33Y40/00 
B33Y40/10";"";"2025-03-18";"2025-03-18";"094949855";
"177";"3D printing consumables waste recovery device";"ZHANG HAITAO";"BEIJING UCROBOTICS TECHNOLOGY CO LTD";"CN204773618U";"2015-07-03";"B29C67/00 
B33Y40/00";"";"2015-11-18";"2015-11-18";"054513740";
"178";"3D printing waste material recovering device";"ZHOU ZHONGYU 
WANG MIN 
MA CUIXIA";"QUANZHOU KEMAOLITONG INTELLIGENT TECH CO LTD";"CN110667118A";"2019-11-05";"B29C64/357 
B33Y40/00";"B29C64/357 (CN) 
B33Y40/00 (CN)";"2020-01-10";"2020-01-10";"069086027";
"179";"3D printing powdered ink recovery system";"XIE YAOBIN 
CHEN YAN";"SHENZHEN HOSONSOFT CO LTD";"CN219055370U";"2022-11-07";"B29C64/30 
B29C64/357 
B33Y40/00";"Y02P70/10 (EP)";"2023-05-23";"2023-05-23";"086341831";
"180";"RECYCLING METHODS AND SYSTEMS, AND RELATED PLASTIC CONTAINERS";"SHARMA RAVI K [US] 
FILLER TOMAS [US] 
HOLUB VOJTECH [US] 
ALATTAR OSAMA M [US] 
BRUNK HUGH L [US] 
LORD JOHN D [US] 
WEAVER MATTHEW M [US] 
CONWELL WILLIAM Y [US]";"DIGIMARC CORP [US]";"US2024364983A1";"2014-01-31";"B29B17/02 
G06F21/16 
G06Q10/30 
G06V10/141 
G06V10/143 
G06V10/60 
G06V20/64 
G09C5/00 
H04N21/2389 
H04N21/44 
H04N21/8358 
H04N23/00 
B29K23/00 
B29K67/00 
B29L31/00";"B29B17/02 (EP,US) 
G06F21/16 (US) 
G06Q10/30 (EP,US) 
G06V10/141 (EP,US) 
G06V10/143 (EP,US) 
G06V10/60 (EP,US) 
G06V20/653 (EP,US) 
G09C5/00 (EP,US) 
H04N21/23892 (US) 
H04N21/44008 (US) 
H04N21/8358 (US) 
B29B2017/0203 (EP,US) 
B29B2017/0279 (EP,US) 
B29B2017/0282 (EP,US) 
B29K2023/065 (EP,US) 
B29K2067/003 (EP,US) 
B29L2031/7158 (EP,US) 
H04L2209/34 (US) 
H04L2209/608 (US) 
Y02W30/62 (EP,US) 
Y02W30/82 (EP,US) 
Y02W90/00 (EP,US)";"2024-10-31";"2022-01-27";"079688317";
"181";"Consumable regenerator capable of recycling various 3D printing consumables";"LIN ZEYU 
CHANG YUHENG";"LIN ZEYU";"CN214521995U";"2021-02-05";"B29C64/20 
B29C64/357 
B33Y30/00 
B33Y40/00";"";"2021-10-29";"2021-10-29";"078233823";
"182";"Novel environment-friendly 3D (three-dimensional) printing material";"QI HAIBING";"GUANGXI NANNING GUIERCHUANG ENV PROT SCIENCE AND TECH CO LTD";"CN106186843A";"2016-07-12";"B33Y70/00 
C04B26/28";"B33Y70/00 (CN) 
C04B26/28 (CN) 
C04B2111/00017 (CN) 
C04B26/28, C04B24/045, C04B24/12, C04B22/062, C04B24/005, C04B14/12, C04B18/141, C04B18/20, C04B2103/44, C04B2103/60, INV (CN)      ";"2016-12-07";"2016-12-07";"057477774";
"183";"3D prints plastics consumptive material wire drawing machine";"ZHANG WENDE";"ANHUI KAIFENG PLASTIC MACHINERY CO LTD";"CN205022006U";"2015-09-11";"B29C67/00 
B33Y40/00";"";"2016-02-10";"2016-02-10";"055254570";
"184";"Method for preparing high-thermal-conductivity insulated 3D printing product from waste aluminum-plastic packaging material";"YANG SHUANGQIAO 
WEI BAOJIE 
BAI SHIBING 
WANG QI";"UNIV SICHUAN";"CN112793152A 
CN112793152B";"2020-12-14";"B29B17/04 
B29C48/05 
B29C64/118 
B29C64/314 
B33Y10/00 
B33Y40/10 
B33Y70/10 
B29K507/04";"B29B17/0408 (CN) 
B29C48/023 (CN) 
B29C48/05 (CN) 
B29C64/118 (CN) 
B29C64/314 (CN) 
B33Y10/00 (CN) 
B33Y40/10 (CN) 
B33Y70/10 (CN) 
B29B2017/0484 (CN) 
B29K2507/04 (CN) 
Y02W30/52 (EP) 
Y02W30/62 (EP)";"2021-05-14 
2022-04-19";"2021-05-14";"075806672";
"185";"3D printing waste recovery device";"ZHAO QIRAN 
DONG ENQIANG";"SHANDONG ZHONGWO ENG SERVICE CO LTD";"CN119658883A";"2025-02-19";"B29B17/00 
B29B17/04 
B29C64/357 
B29D99/00 
B33Y40/00";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2025-03-21";"2025-03-21";"094983996";
"186";"Photocuring 3D printing system";"PENG CHONG 
XIE YUNYUN 
TANG ZHENGQIAN 
YANG CHEN 
XIA CHUNGUANG";"SHENZHEN BMF MATERIAL TECH INC";"CN222571614U";"2024-03-14";"B29C64/321 
B29C64/35 
B33Y40/00";"";"2025-03-07";"2025-03-07";"094783457";
"187";"Recovery processing device for 3d printing mold";"YANG MINGZHI 
LI XIN";"ZIBO FANGZHUI MACHINERY MFG CO LTD";"CN220280534U";"2023-06-06";"B22F12/00 
B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2024-01-02";"2024-01-02";"089329508";
"188";"3D printing waste recovery device";"HE YAN 
CHU DIANMING 
TANG KUANXIN";"UNIV QINGDAO SCIENCE & TECHNOLOGY";"CN111572024A";"2020-05-18";"B29B9/06 
B29C64/357 
B33Y40/20";"B29B9/06 (CN) 
B29C64/357 (CN) 
B33Y40/20 (CN)";"2020-08-25";"2020-08-25";"072123153";
"189";"3D printing product jig placing frame";"WANG YAODU";"LUOYANG LONGXU DENTURE TECH CO LTD";"CN220074671U";"2023-03-30";"B25H3/04";"";"2023-11-24";"2023-11-24";"088831090";
"190";"Waste recovery device for 3D printing";"FAN LINCAI 
FAN LINBIN 
XIAO HONGGEN 
ZHENG RONGWEI 
LIAO WEIYAN";"KUNSHAN CHANGYI MODEL TECH CO LTD";"CN222116077U";"2024-04-15";"B29B17/02 
B29B17/04 
B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2024-12-06";"2024-12-06";"093677191";
"191";"3D printing material";"QI HAIBING";"GUANGXI NANNING GUIERCHUANG ENV PROT SCIENCE AND TECH CO LTD";"CN106189340A";"2016-07-12";"B33Y70/00 
C08K11/00 
C08K13/08 
C08K3/36 
C08K7/10 
C08L101/00 
C08L3/04";"B33Y70/00 (CN) 
C08L101/00 (CN) 
C08L2205/035 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/04, C08K13/08, C08K7/10, C08K3/36, C08K11/00, INV (CN)      ";"2016-12-07";"2016-12-07";"057476371";
"192";"Photocuring 3D printer with material recycling function";"XIANG YUJIE 
WU GUOLIANG 
XIE YI";"SUZHOU FUMEIKANG COMPOSITE MAT CO LTD";"CN222178707U";"2024-06-17";"B22F10/70 
B29C64/35 
B29C64/357 
B33Y40/00";"";"2024-12-17";"2024-12-17";"093831494";
"193";"Processing method for preparing multifunctional spherical particles of 3D printing supplies from plastic powder and composite material";"ZHANG WENHUA 
ZHANG WENBIN";"UNIV QIQIHAR";"CN109849215A";"2019-02-25";"B29B9/06 
B29B9/14 
B33Y70/00";"";"2019-06-07";"2019-06-07";"066899648";
"194";"STORING MANUFACTURING CONDITIONS WHILE 3D PRINTING";"ERICKSON KRISTOPHER J [US] 
WITTKOPF JARRID [US] 
BALLAGAS RAFAEL [US] 
GEORGE DAVID WAYNE [US] 
ZHAO LIHUA [US] 
ALLEN WILLIAM J [US]";"HEWLETT PACKARD DEVELOPMENT CO [US]";"US2022097308A1";"2019-06-18";"B29C64/386 
B33Y10/00 
B33Y30/00 
B33Y50/00";"B22F10/39 (EP) 
B22F10/80 (EP) 
B22F10/85 (EP) 
B22F7/08 (EP) 
B29C64/30 (EP) 
B29C64/386 (EP,US) 
B33Y10/00 (EP,US) 
B33Y30/00 (EP,US) 
B33Y40/00 (EP) 
B33Y50/00 (EP,US) 
B22F10/14 (EP) 
B29C64/165 (EP,US) 
Y02P10/25 (EP)";"2022-03-31";"2020-12-24";"074037514";
"195";"3D porterble Manufacturing and installation of production facilities for realistic experiences such as 3D recycling filament and recycled plastic";"LEE JEONG SOO [KR]";"LEE JEONG SOO [KR]";"KR20200010641A";"2018-06-27";"B29B11/08 
B29B17/00 
B29B17/04 
B29C64/106 
B29C64/30 
B33Y10/00";"B29B11/08 (KR) 
B29B17/04 (KR) 
B29C64/118 (KR) 
B29C64/30 (KR) 
B33Y10/00 (KR) 
B33Y70/00 (KR) 
B29B2017/0015 (KR) 
B29B2017/0468 (KR) 
Y02W30/62 (EP)";"2020-01-31";"2020-01-31";"069369382";
"196";"Novel material for 3D printing";"QI HAIBING";"GUANGXI NANNING GUIERCHUANG ENV PROT TECH CO LTD";"CN106147279A";"2016-07-12";"B33Y70/00 
C08K13/02 
C08K3/22 
C08K3/34 
C08K5/11 
C08K5/20 
C08L101/00 
C08L3/02 
C09J103/02";"B33Y70/00 (CN) 
C08L101/00 (CN) 
C09J103/02 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/02, C08K13/02, C08K2003/2227, C08K3/34, C08K5/11, C08K5/20, INV (CN)      ";"2016-11-23";"2016-11-23";"058061481";
"197";"Space junk system of recycling based on 3D prints";"YUAN JIANPING 
HOU XIANGHAO 
CHEN JIANLIN";"UNIV NORTHWESTERN POLYTECHNICAL";"CN205601182U";"2016-05-06";"B29B17/00 
B29B17/04 
B29C67/00 
B33Y40/00";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2016-09-28";"2016-09-28";"056968735";
"198";"THERMOPLASTIC POLYURETHANE FROM RECYCLED RAW MATERIALS";"PRISSOK FRANK [DE] 
POESELT ELMAR [DE] 
KEMPFERT DIRK [DE] 
GEHRINGER LIONEL [DE] 
WEISER JUERGEN [DE] 
GOLDBECK MATTHIAS [DE]";"BASF SE [DE]";"US11999816B2 
US2021017326A1";"2018-03-13";"C08F4/80 
C08G18/50 
C08G18/76 
C08J11/04";"C08F4/80 (US) 
C08G18/3206 (EP) 
C08G18/4238 (EP) 
C08G18/4615 (EP) 
C08G18/4854 (EP) 
C08G18/5045 (EP,US) 
C08G18/6607 (EP) 
C08G18/7671 (EP,US) 
C08J11/04 (EP,US) 
C08J2375/04 (EP,US) 
Y02P20/143 (EP) 
Y02W30/62 (EP)";"2021-01-21 
2024-06-04";"2019-09-19";"061628225";
"199";"Manufacturing method of art panel recycling waste plastic";"SEOK SEONG KYUN [KR]";"SEOK SEONG KYUN [KR]";"KR102373520B1 
KR20210155277A";"2020-06-15";"B09B3/00 
B29B17/04 
B29C43/00 
B29C43/02 
B44C1/10 
B44C1/18 
B44C1/28";"B09B3/00 (KR) 
B29C43/006 (KR) 
B29C43/021 (KR) 
B44C1/10 (KR) 
B44C1/18 (KR) 
B44C1/28 (KR) 
B29B2017/0468 (KR) 
Y02W30/20 (KR) 
Y02W30/52 (EP,KR) 
Y02W30/62 (EP,KR)";"2021-12-22 
2022-03-10";"2021-12-22";"079164312";
"200";"3D printing photosensitive resin preparation method based on recycled PET bottle flakes";"CHEN PING 
CHEN DAOXUN 
DAI TINGYANG";"QUANZHOU LUOJIANG FUYAO 3D TECH CO LTD";"CN113754836A";"2021-09-26";"B33Y70/00 
C08F2/48 
C08F220/20 
C08F220/32 
C08F222/14 
C08F222/20 
C08F283/01 
C08J11/24 
C08L67/02";"B33Y70/00 (CN) 
C08F2/48 (CN) 
C08F283/01 (CN) 
C08J11/24 (CN) 
C08J2367/02 (CN) 
Y02W30/62 (EP) 
C08F283/01, C08F220/32, C08F222/102, C08F222/103, C08F220/20, INV (CN)      ";"2021-12-07";"2021-12-07";"078797635";
"201";"Environment-friendly 3D printing material";"QI HAIBING";"GUANGXI NANNING GUIERCHUANG ENV PROT TECH CO LTD";"CN105925003A";"2016-07-12";"B33Y70/00 
C08K13/06 
C08K3/16 
C08K3/34 
C08K7/10 
C08K9/00 
C08L101/00 
C08L3/08";"C08L101/00 (CN) 
C08L2205/035 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/08, C08K13/06, C08K9/00, C08K7/10, C08K3/346, C08K2003/164, INV (CN)      ";"2016-09-07";"2016-09-07";"056827359";
"202";"3D printing material recovery device";"OUYANG ZHE 
FU SHUHUA 
YU LING";"WUHAN SMALL FISH 3D TECH CO LTD";"CN212732509U";"2019-11-07";"B02C23/00 
B02C25/00 
B29C64/357 
B33Y40/00";"";"2021-03-19";"2021-03-19";"074983962";
"203";"Recovering device for waste 3D printing consumables";"ZHANG HAITAO";"BEIJING WEIKONGRUIBO TECHNOLOGY CO LTD";"CN104972664A";"2015-07-03";"B29C67/00 
B33Y40/00";"Y02P70/10 (EP)";"2015-10-14";"2015-10-14";"054269877";
"204";"Preparation method of 3D printing photocatalysis device";"HUANG BAOQUAN 
YANG YUJIN 
CHEN QINGHUA 
QIAN QINGRONG 
XIAO LIREN 
XIA XINSHU";"UNIV FUJIAN";"CN109748351A 
CN109748351B";"2019-02-11";"B29B9/06 
B29C48/05 
B29C48/92 
B33Y80/00 
C02F1/30";"";"2019-05-14 
2021-11-02";"2019-05-14";"066407479";
"205";"Surface treatment device for 3D printing plastic part";"YANG LI 
FAN HENGLIANG 
DUAN MINGMING 
FENG LONGJIA 
LI TAO";"CLAMBU COLLEGE";"CN215964392U";"2021-04-07";"B05B12/00 
B05B15/68 
B05B16/20 
B08B6/00";"";"2022-03-08";"2022-03-08";"080506902";
"206";"Recycling device with sorting function for 3D printing";"ZHAO HAO 
WU WEICHANG 
HOU RUIDONG 
LI XIANGYUN 
HAN ZHIQIANG 
ZHOU YANG";"JIANGSU SANDI RAPID MANUFACTURING TECH CO LTD";"CN116442430A 
CN116442430B";"2023-06-16";"B29B17/00 
B29B17/02 
B29B17/04 
B29C64/357 
B33Y40/00";"B29B17/00 (CN) 
B29B17/02 (CN) 
B29B17/04 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
B29B2017/0241 (CN) 
B29B2017/044 (CN) 
Y02W30/62 (EP)";"2023-07-18 
2023-08-29";"2023-07-18";"087122306";
"207";"Preparation technology for 3D printing material";"ZHONG ZHENHONG";"GUANGXI FENGDA THREE DIMENSIONAL TECH CO LTD";"CN107345079A";"2017-09-05";"B33Y70/00 
C08K13/06 
C08K3/04 
C08K3/16 
C08K3/32 
C08K3/38 
C08K5/17 
C08K9/00 
C08L101/00 
C08L3/02 
C08L33/04 
C08L51/04 
C08L67/04 
C08L83/04 
C08L93/04 
C08L97/02";"B33Y70/00 (CN) 
C08L97/02 (CN) 
C08K2003/164 (CN) 
C08K2003/321 (CN) 
C08K2003/387 (CN) 
C08L2205/025 (CN) 
C08L2205/035 (CN) 
C08L2207/20 (CN) 
C08L97/02, C08L101/00, C08L67/04, C08L33/04, C08L3/02, C08L51/04, C08L93/04, C08L83/04, C08K13/06, C08K9/00, C08K3/04, C08K5/17, C08K3/16, C08K3/38, C08K3/32, INV (CN)      ";"2017-11-14";"2017-11-14";"060257792";
"208";"Intelligent recovery device for 3D printing supplies";"PAN WEIYU 
JIN DINGYAN 
TONG JUNTAO 
WANG KAI 
JIANG SHITAO 
WANG LINGBO";"SHAOXING CITY SHANGYU DISTR VOCATIONAL EDUCATION CENTER SHANGYU DISTR TECHNICIAN TRAINING SCHOOL";"CN219236174U";"2023-01-07";"B29C64/321 
B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2023-06-23";"2023-06-23";"086805295";
"209";"Intention color printing gift packaging box";"YU YUEQIAN";"DONGGUAN CHENGXING PRINTING CO LTD";"CN207374856U";"2017-02-15";"B65D5/00 
B65D5/44";"";"2018-05-18";"2018-05-18";"062298249";
"210";"BUILD MATERIAL RECYCLING DEVICE OF A THREE-DIMENSIONAL (3D) PRINTER";"WEST RANDALL [US] 
LAWS ALEXANDER DAVID [US] 
WINBURNE ROBERT LAWRENCE [US] 
KANG SAMANTHA [US]";"HEWLETT PACKARD DEVELOPMENT CO [US]";"US11312079B2 
US2021206098A1";"2017-07-20";"B29C64/314 
B29C64/35 
B29C64/357 
B33Y10/00 
B33Y30/00 
B33Y40/10 
B29C64/153";"B22F10/73 (EP,US) 
B29C64/20 (EP) 
B29C64/307 (EP) 
B29C64/314 (US) 
B29C64/35 (US) 
B29C64/357 (EP,US) 
B33Y10/00 (US) 
B33Y30/00 (US) 
B33Y40/00 (EP,US) 
B33Y40/10 (US) 
B01D45/08 (EP) 
B22F10/28 (EP,US) 
B22F10/34 (EP,US) 
B22F2999/00 (EP) 
B29C64/153 (EP,US) 
B29C64/165 (EP) 
Y02P10/25 (EP) 
B22F2999/00, B22F10/73, B22F2201/05, B22F2202/13, ADD (EP,US)      ";"2021-07-08 
2022-04-26";"2019-01-24";"065015991";
"211";"Waste recycling device and method for 3D printer";"LIAO XIANHONG 
LEI YUN 
ZHAO FANGLIANG";"CHENGDU I MAKE SCIENCE & TECHNOLOGY CO LTD";"CN104139472A";"2014-08-05";"B29B17/00 
B29C47/82 
B29C48/30 
B29C48/395";"B29B17/0026 (EP,US) 
B29C64/357 (EP,US) 
B33Y40/00 (EP,US) 
Y02W30/62 (EP)";"2014-11-12";"2014-11-12";"051848885";
"212";"3D printing old powder recovery device";"SONG XIAODONG 
YU FENGBIN 
WANG SENBO 
KONG CHENZHOU";"SUZHOU SHUANGEN INTELLIGENT TECH CO LTD";"CN119408159A";"2024-11-18";"B29B13/10 
B29C64/357 
B33Y40/00";"B29B13/10 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2025-02-11";"2025-02-11";"094465607";
"213";"3D printing waste nylon fishing net regenerated material and preparation method thereof";"JI HONGBING 
WU YINGCHENG 
HUANG WENFENG 
ZHANG MENG 
WANG XUYU";"JIANGSU ZHONGJIANG MATERIALS TECH RESEARCH INSTITUTE CO LTD";"CN115044194A 
CN115044194B";"2022-07-10";"B33Y70/10 
C08K3/26 
C08K3/34 
C08K7/28 
C08L23/12 
C08L25/06 
C08L55/02 
C08L71/12 
C08L77/00 
D01F1/10 
D01F6/90";"B33Y70/10 (CN) 
C08L77/00 (CN) 
D01F1/10 (CN) 
D01F6/90 (CN) 
C08K2003/265 (CN) 
C08K2201/011 (CN) 
C08L2203/12 (CN) 
Y02W30/62 (EP) 
C08L77/00, C08L55/02, C08L23/12, C08L25/06, C08L71/12, C08K3/26, C08K3/34, C08K7/28, INV (CN)      ";"2022-09-13 
2024-04-26";"2022-09-13";"083164531";
"214";"3D printing finished product post-processing device";"SU ZIHUA 
HUANG JIANXING 
DING SHIZHE";"XYZPRINTING INC 
KINPO ELECT INC";"CN110920061A";"2018-09-17";"B29C64/165 
B29C64/20 
B29C64/30 
B29C64/35 
B29C64/357 
B33Y30/00 
B33Y40/20";"B22F10/73 (EP,CN,US) 
B29C64/153 (US) 
B29C64/165 (CN) 
B29C64/20 (CN) 
B29C64/30 (CN) 
B29C64/35 (EP,CN,US) 
B29C64/357 (EP,CN,US) 
B33Y30/00 (EP,CN) 
B33Y40/20 (EP) 
B33Y30/00 (US) 
B33Y40/00 (EP,CN,US) 
Y02P10/25 (EP)";"2020-03-27";"2020-03-19";"069774725";
"215";"Preparing method and device for recycling 3D printing materials";"ZHU YONGREN 
ZHAO QINGYANG 
FAN YOU 
DENG JINGLIAN 
WU JUN";"METINFO CO LTD";"CN109774147A";"2019-02-20";"B29C64/307 
B33Y40/00";"";"2019-05-21";"2019-05-21";"066504684";
"216";"3D Products and Overmolding process of 3D printing with recycled composite materials";"PARK YOUNG BIN 
KANG GU HYEOK 
CHO GYU EUN 
KANG SOO CHANG";"ULSAN NAT INST SCIENCE & TECH UNIST [KR]";"KR102797154B1 
KR20230160999A";"2022-05-17";"B29B11/06 
B29B17/04 
B29C43/00 
B29C43/18 
B29C43/36 
B29C43/52 
B29C48/00 
B29C48/05 
B29C64/118 
B29C64/314 
B29C70/16";"B29B11/06 (KR) 
B29B17/04 (KR) 
B29B9/06 (KR) 
B29C43/003 (KR) 
B29C43/18 (KR) 
B29C43/36 (KR) 
B29C43/52 (KR) 
B29C48/0022 (KR) 
B29C48/05 (KR) 
B29C64/118 (KR) 
B29C64/314 (KR) 
B29C70/16 (KR) 
B33Y10/00 (KR) 
B33Y40/10 (KR) 
B33Y70/10 (KR) 
B33Y80/00 (KR) 
B29B2017/0468 (KR) 
B29C2043/3602 (KR) 
Y02W30/20 (KR) 
Y02W30/52 (KR) 
Y02W30/62 (EP,KR)";"2023-11-27 
2025-04-22";"2023-11-27";"088968093";
"217";"Desktop level system of moulding plastics based on 3D prints";"SUN WENLONG 
DU ZHENPO 
XUN HAIFENG 
ZHU SHUO";"ZIBO ZHUMENG FACTORY THREE DIMENSIONAL TECH CO LTD";"CN207874692U";"2018-01-27";"B29B17/04 
B29C33/38 
B29C33/40 
B29C45/00 
B29C64/106 
B29C64/386 
B33Y10/00 
B33Y50/00";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2018-09-18";"2018-09-18";"063508598";
"218";"3D Apparatus and method for recycling 3D printer filament";"LEE JU HEON [KR] 
AHN JU RYEOL [KR] 
LEE SEUNG WOO [KR]";"UNIV INJE IND ACAD COOP FOUND [KR]";"KR102369306B1";"2020-12-31";"B29B17/04 
B29C48/00 
B29C48/05 
B29C48/28 
B29C48/505 
B29C48/78 
B29C48/88 
B29C48/92 
B29C64/118 
B29C64/314 
B29C64/357";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2022-03-03";"2022-03-03";"080818651";
"219";"Powder recycling and spreading device used in 3D printing system";"ZHAO BO";"SUZHOU NORMAL UNIV SEMICONDUCTOR MATERIALS AND EQUIPMENT RESEARCH INSTITUTE PIZHOU CO LTD";"CN110757794A 
CN110757794B";"2019-11-06";"B22F3/105 
B29C64/153 
B29C64/357 
B33Y40/00 
B22F10/73";"B22F10/00 (CN) 
B22F10/73 (EP,CN,US) 
B22F12/33 (EP,CN,US) 
B22F12/52 (EP,CN,US) 
B22F12/67 (EP,CN,US) 
B22F3/003 (CN) 
B29C64/153 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
B22F10/28 (EP,CN,US) 
Y02P10/25 (EP)";"2020-02-07 
2021-06-11";"2020-02-07";"069336535";
"220";"3D printer waste recycling utilizes device";"WANG PEIPEI";"HUAIBEI TIANYAN KEZHU 3D TECH CO LTD";"CN208484246U";"2018-04-28";"B29C64/357 
B33Y40/00";"";"2019-02-12";"2019-02-12";"065252952";
"221";"Graphene composite material for 3D printing";"QIN YANGHUA";"NANNING MENGHUAN SANTI ENV PROT TECH CO LTD";"CN106496983A";"2016-11-17";"B29B17/00 
C08K13/06 
C08K3/04 
C08K3/16 
C08K3/32 
C08K5/10 
C08L101/00 
C08L3/08 
C08L33/04 
C08L67/04";"B29B17/00 (CN) 
C08L67/04 (CN) 
C08L2201/08 (CN) 
C08L2205/035 (CN) 
C08L2207/20 (CN) 
Y02W30/62 (EP) 
C08L67/04, C08L101/00, C08L33/04, C08L3/08, C08K13/06, C08K3/04, C08K2003/324, C08K5/10, C08K2003/164, INV (CN)      ";"2017-03-15";"2017-03-15";"058324772";
"222";"Ceramic slurry conveying equipment based on 3D printing";"ZHOU XIAOBIN 
REN CHENGXIA 
WANG XIAO 
YUAN YE 
WU TONGYANG";"QINGDAO BORUIKE ADDITIVE MFG CO LTD";"CN117601218A 
CN117601218B";"2023-10-20";"B08B9/08 
B28B1/00 
B28B13/02 
B28B17/00 
B28B17/02 
B33Y30/00 
B33Y40/10";"B08B9/08 (CN) 
B08B9/0856 (CN) 
B28B1/001 (CN) 
B28B13/021 (CN) 
B28B17/00 (CN) 
B28B17/0063 (CN) 
B28B17/026 (CN) 
B33Y30/00 (CN) 
B33Y40/10 (CN)";"2024-02-27 
2024-07-16";"2024-02-27";"089955031";
"223";"Preparing method for multifunctional spherical particles for 3D printing supplies";"ZHANG WENBIN";"ZHANG WENBIN";"CN109531858A";"2018-10-02";"B29B13/06 
B29B9/06";"B29B13/065 (CN) 
B29B9/06 (CN)";"2019-03-29";"2019-03-29";"065843414";
"224";"Waste recovery device for 3D printing";"MENG DEYU 
YU ZEWEI 
ZHANG JINRUI";"UNIV HARBIN SCIENCE & TECH";"CN118927623A";"2024-09-13";"B29C64/20 
B29C64/245 
B29C64/35 
B33Y30/00 
B33Y40/00";"B29C64/20 (CN) 
B29C64/245 (CN) 
B29C64/35 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2024-11-12";"2024-11-12";"093362492";
"225";"METHOD AND SYSTEM FOR DETERMINING AN AMOUNT OF PRINTING MATERIAL POWDER IN A MULTIOBJECT BUILD JOB";"RAZ GAL [IL]";"SIEMENS IND SOFTWARE LTD [IL]";"US12263642B2 
US2023008161A1";"2019-12-10";"B29C64/386 
B33Y50/00 
G05B19/4099";"B29C64/153 (EP) 
B29C64/165 (EP) 
B29C64/171 (EP) 
B29C64/357 (EP) 
B29C64/386 (EP,US) 
B33Y10/00 (EP) 
B33Y40/00 (EP) 
B33Y50/00 (EP,US) 
G05B19/4099 (US) 
G05B2219/49023 (US) 
G06F2113/10 (EP) 
G06F30/20 (EP) 
Y02P10/25 (EP)";"2023-01-12 
2025-04-01";"2021-06-17";"076329759";
